source,target,incident_id,crime_type
Raichur PS-3,ACC-03146,INC-008828,
Raichur PS-3,ACC-02231,INC-008843,
Raichur PS-3,ACC-03547,INC-008914,
Raichur PS-3,ACC-08924,INC-009034,
Raichur PS-3,ACC-02130,INC-009064,
Raichur PS-3,ACC-01485,INC-009113,
Raichur PS-3,ACC-05727,INC-009127,
Raichur PS-3,ACC-05867,INC-009143,
Raichur PS-3,ACC-04393,INC-009247,
Raichur PS-3,ACC-02830,INC-009292,
Raichur PS-3,ACC-08798,INC-009320,
Raichur PS-3,ACC-08393,INC-009349,
Raichur PS-3,ACC-01513,INC-009402,
Raichur PS-3,ACC-04221,INC-009837,
Raichur PS-3,ACC-00888,INC-009916,
Raichur PS-3,ACC-03315,INC-009998,
Raichur PS-3,ACC-04160,INC-010127,
Raichur PS-3,ACC-02702,INC-010212,
Raichur PS-3,ACC-06770,INC-010213,
Raichur PS-3,ACC-08371,INC-010239,
Raichur PS-3,ACC-08622,INC-010288,
Raichur PS-3,ACC-02048,INC-010322,
Raichur PS-3,ACC-05550,INC-010384,
Raichur PS-3,ACC-01889,INC-010472,
Raichur PS-3,ACC-07928,INC-010626,
Raichur PS-3,ACC-02298,INC-010719,
Raichur PS-3,ACC-06108,INC-010778,
Raichur PS-3,ACC-08892,INC-010794,
Raichur PS-3,ACC-03121,INC-010880,
Raichur PS-3,ACC-05900,INC-011189,
Raichur PS-3,ACC-08899,INC-011210,
Raichur PS-3,ACC-03970,INC-011213,
Raichur PS-3,ACC-00453,INC-011435,
Raichur PS-3,ACC-00359,INC-011463,
Raichur PS-3,ACC-00078,INC-011796,
Raichur PS-3,ACC-00117,INC-011888,
Raichur PS-3,ACC-00106,INC-011924,
Raichur PS-3,ACC-05536,INC-011962,
Raichur PS-3,ACC-03542,INC-011991,
Raichur PS-3,ACC-02856,INC-012007,
Raichur PS-3,ACC-01034,INC-012061,
Raichur PS-3,ACC-07871,INC-012064,
Raichur PS-3,ACC-02846,INC-012106,
Raichur PS-3,ACC-00514,INC-012130,
Raichur PS-3,ACC-08262,INC-012150,
Raichur PS-3,ACC-04346,INC-012294,
Raichur PS-3,ACC-03281,INC-012642,
Raichur PS-3,ACC-02340,INC-012809,
Raichur PS-3,ACC-02908,INC-013710,
Raichur PS-3,ACC-01368,INC-013912,
Raichur PS-3,ACC-03887,INC-013979,
Raichur PS-3,ACC-07764,INC-014156,
Raichur PS-3,ACC-05279,INC-014182,
Raichur PS-3,ACC-07414,INC-014359,
Raichur PS-3,ACC-05562,INC-014390,
Raichur PS-3,ACC-06655,INC-014403,
Raichur PS-3,ACC-05206,INC-014424,
Raichur PS-3,ACC-07146,INC-014502,
Raichur PS-3,ACC-06546,INC-014587,
Raichur PS-3,ACC-02315,INC-014622,
Raichur PS-3,ACC-07217,INC-014683,
Raichur PS-3,ACC-01762,INC-014689,
Raichur PS-3,ACC-08821,INC-014829,
Raichur PS-3,ACC-01546,INC-014831,
Raichur PS-3,ACC-02520,INC-014909,
Raichur PS-3,ACC-08054,INC-015167,
Raichur PS-3,ACC-03005,INC-015175,
Raichur PS-3,ACC-08836,INC-015223,
Raichur PS-3,ACC-02716,INC-015229,
Raichur PS-3,ACC-06678,INC-015310,
Raichur PS-3,ACC-06897,INC-015377,
Raichur PS-3,ACC-00580,INC-015425,
Raichur PS-3,ACC-01703,INC-015440,
Raichur PS-3,ACC-07308,INC-015644,
Raichur PS-3,ACC-05849,INC-015656,
Raichur PS-3,ACC-03854,INC-015720,
Raichur PS-3,ACC-03532,INC-015749,
Raichur PS-3,ACC-08339,INC-015770,
Raichur PS-3,ACC-06419,INC-015914,
Raichur PS-3,ACC-04414,INC-015940,
Raichur PS-3,ACC-04082,INC-018894,
Raichur PS-3,ACC-04182,INC-016232,
Raichur PS-3,ACC-04026,INC-016328,
Raichur PS-3,ACC-06991,INC-016433,
Raichur PS-3,ACC-01222,INC-016559,
Raichur PS-3,ACC-06743,INC-016595,
Raichur PS-3,ACC-02123,INC-016602,
Raichur PS-3,ACC-06322,INC-016620,
Raichur PS-3,ACC-03385,INC-016647,
Raichur PS-3,ACC-07903,INC-016657,
Raichur PS-3,ACC-00452,INC-016734,
Raichur PS-3,ACC-05384,INC-016961,
Raichur PS-3,ACC-04603,INC-016974,
Raichur PS-3,ACC-01085,INC-017127,
Raichur PS-3,ACC-00721,INC-017175,
Raichur PS-3,ACC-08736,INC-017189,
Raichur PS-3,ACC-08068,INC-017345,
Raichur PS-3,ACC-05872,INC-017356,
Raichur PS-3,ACC-04240,INC-017380,
Raichur PS-3,ACC-06118,INC-017541,
Raichur PS-3,ACC-06315,INC-017715,
Raichur PS-3,ACC-04138,INC-017746,
Raichur PS-3,ACC-07248,INC-017870,
Raichur PS-3,ACC-00922,INC-018080,
Raichur PS-3,ACC-01471,INC-018101,
Raichur PS-3,ACC-02418,INC-018149,
Raichur PS-3,ACC-03202,INC-018558,
Raichur PS-3,ACC-06386,INC-018559,
Raichur PS-3,ACC-06175,INC-018713,
Raichur PS-3,ACC-05028,INC-018772,
Raichur PS-3,ACC-02140,INC-018777,
Raichur PS-3,ACC-04842,INC-018789,
Raichur PS-3,ACC-01698,INC-018925,
Raichur PS-3,ACC-00362,INC-019022,
Raichur PS-3,ACC-08959,INC-019205,
Raichur PS-3,ACC-03613,INC-019491,
Raichur PS-3,ACC-02658,INC-019702,
Raichur PS-3,ACC-03810,INC-019705,
Raichur PS-3,ACC-01119,INC-019802,
Raichur PS-3,ACC-03136,INC-019871,
ACC-00468,VIC-2,INC-000002,Burglary
ACC-00468,Udupi PS-5,INC-000002,
ACC-00468,VIC-13428,INC-013428,Theft
ACC-00468,Shivamogga PS-4,INC-013428,
Udupi PS-5,ACC-03471,INC-002809,
Udupi PS-5,ACC-08737,INC-000163,
Udupi PS-5,ACC-08501,INC-000356,
Udupi PS-5,ACC-05157,INC-000363,
Udupi PS-5,ACC-07250,INC-000473,
Udupi PS-5,ACC-01965,INC-000671,
Udupi PS-5,ACC-04401,INC-000974,
Udupi PS-5,ACC-02295,INC-001078,
Udupi PS-5,ACC-02208,INC-001213,
Udupi PS-5,ACC-05752,INC-001727,
Udupi PS-5,ACC-04942,INC-001811,
Udupi PS-5,ACC-05963,INC-013878,
Udupi PS-5,ACC-01576,INC-002193,
Udupi PS-5,ACC-08154,INC-002498,
Udupi PS-5,ACC-02666,INC-002501,
Udupi PS-5,ACC-01237,INC-002776,
Udupi PS-5,ACC-02734,INC-017617,
Udupi PS-5,ACC-00534,INC-003079,
Udupi PS-5,ACC-01288,INC-003231,
Udupi PS-5,ACC-02733,INC-003317,
Udupi PS-5,ACC-06939,INC-003386,
Udupi PS-5,ACC-07343,INC-003513,
Udupi PS-5,ACC-01031,INC-003555,
Udupi PS-5,ACC-06549,INC-003730,
Udupi PS-5,ACC-08449,INC-003734,
Udupi PS-5,ACC-02035,INC-003951,
Udupi PS-5,ACC-01677,INC-004036,
Udupi PS-5,ACC-04697,INC-004662,
Udupi PS-5,ACC-03611,INC-004700,
Udupi PS-5,ACC-07263,INC-004709,
Udupi PS-5,ACC-07925,INC-004885,
Udupi PS-5,ACC-03818,INC-004903,
Udupi PS-5,ACC-00168,INC-005017,
Udupi PS-5,ACC-08756,INC-005448,
Udupi PS-5,ACC-08663,INC-005582,
Udupi PS-5,ACC-01120,INC-005598,
Udupi PS-5,ACC-08996,INC-005648,
Udupi PS-5,ACC-08639,INC-005664,
Udupi PS-5,ACC-08655,INC-019453,
Udupi PS-5,ACC-05757,INC-005840,
Udupi PS-5,ACC-05312,INC-005898,
Udupi PS-5,ACC-04165,INC-006369,
Udupi PS-5,ACC-05036,INC-006507,
Udupi PS-5,ACC-02638,INC-006553,
Udupi PS-5,ACC-05251,INC-006559,
Udupi PS-5,ACC-06054,INC-006585,
Udupi PS-5,ACC-06285,INC-006615,
Udupi PS-5,ACC-04130,INC-006814,
Udupi PS-5,ACC-06720,INC-006944,
Udupi PS-5,ACC-03102,INC-006961,
Udupi PS-5,ACC-04059,INC-007235,
Udupi PS-5,ACC-01233,INC-007345,
Udupi PS-5,ACC-03307,INC-007386,
Udupi PS-5,ACC-01328,INC-007407,
Udupi PS-5,ACC-05215,INC-007413,
Udupi PS-5,ACC-07211,INC-007536,
Udupi PS-5,ACC-08507,INC-007662,
Udupi PS-5,ACC-04912,INC-007858,
Udupi PS-5,ACC-00479,INC-007902,
Udupi PS-5,ACC-00817,INC-007917,
Udupi PS-5,ACC-02919,INC-007944,
Udupi PS-5,ACC-06896,INC-007984,
Udupi PS-5,ACC-01672,INC-008065,
Udupi PS-5,ACC-07770,INC-008252,
Udupi PS-5,ACC-05734,INC-008414,
Udupi PS-5,ACC-03016,INC-008509,
Udupi PS-5,ACC-06296,INC-008577,
Udupi PS-5,ACC-03579,INC-008580,
Udupi PS-5,ACC-01460,INC-008623,
Udupi PS-5,ACC-01357,INC-008694,
Udupi PS-5,ACC-08417,INC-008905,
Udupi PS-5,ACC-01102,INC-009044,
Udupi PS-5,ACC-00505,INC-009170,
Udupi PS-5,ACC-00495,INC-009333,
Udupi PS-5,ACC-03118,INC-009334,
Udupi PS-5,ACC-03678,INC-009490,
Udupi PS-5,ACC-03386,INC-009531,
Udupi PS-5,ACC-07502,INC-009571,
Udupi PS-5,ACC-03772,INC-009690,
Udupi PS-5,ACC-01169,INC-010145,
Udupi PS-5,ACC-00370,INC-010150,
Udupi PS-5,ACC-07355,INC-010594,
Udupi PS-5,ACC-00146,INC-010737,
Udupi PS-5,ACC-01884,INC-010958,
Udupi PS-5,ACC-03450,INC-011002,
Udupi PS-5,ACC-05077,INC-011200,
Udupi PS-5,ACC-01329,INC-011301,
Udupi PS-5,ACC-00101,INC-011470,
Udupi PS-5,ACC-01853,INC-011778,
Udupi PS-5,ACC-01894,INC-011784,
Udupi PS-5,ACC-00826,INC-011929,
Udupi PS-5,ACC-02077,INC-011936,
Udupi PS-5,ACC-02303,INC-012171,
Udupi PS-5,ACC-08821,INC-012230,
Udupi PS-5,ACC-04061,INC-012262,
Udupi PS-5,ACC-01509,INC-012293,
Udupi PS-5,ACC-03153,INC-012806,
Udupi PS-5,ACC-05226,INC-012870,
Udupi PS-5,ACC-05659,INC-012978,
Udupi PS-5,ACC-07443,INC-013213,
Udupi PS-5,ACC-08307,INC-013492,
Udupi PS-5,ACC-04452,INC-013681,
Udupi PS-5,ACC-02253,INC-013756,
Udupi PS-5,ACC-03289,INC-013994,
Udupi PS-5,ACC-00275,INC-014225,
Udupi PS-5,ACC-04927,INC-014428,
Udupi PS-5,ACC-06635,INC-014474,
Udupi PS-5,ACC-04647,INC-014678,
Udupi PS-5,ACC-07433,INC-014804,
Udupi PS-5,ACC-05568,INC-014840,
Udupi PS-5,ACC-06347,INC-014842,
Udupi PS-5,ACC-01928,INC-014926,
Udupi PS-5,ACC-03195,INC-014956,
Udupi PS-5,ACC-04597,INC-015118,
Udupi PS-5,ACC-06885,INC-015121,
Udupi PS-5,ACC-00537,INC-015244,
Udupi PS-5,ACC-01791,INC-015309,
Udupi PS-5,ACC-06443,INC-015388,
Udupi PS-5,ACC-03864,INC-015408,
Udupi PS-5,ACC-00991,INC-015602,
Udupi PS-5,ACC-05921,INC-015625,
Udupi PS-5,ACC-08602,INC-015665,
Udupi PS-5,ACC-03343,INC-015760,
Udupi PS-5,ACC-08701,INC-015917,
Udupi PS-5,ACC-06988,INC-016144,
Udupi PS-5,ACC-07623,INC-016165,
Udupi PS-5,ACC-02175,INC-016189,
Udupi PS-5,ACC-08165,INC-016216,
Udupi PS-5,ACC-04297,INC-016354,
Udupi PS-5,ACC-08613,INC-016372,
Udupi PS-5,ACC-08933,INC-016522,
Udupi PS-5,ACC-00582,INC-016715,
Udupi PS-5,ACC-07300,INC-017045,
Udupi PS-5,ACC-03040,INC-017085,
Udupi PS-5,ACC-05210,INC-017243,
Udupi PS-5,ACC-03985,INC-017595,
Udupi PS-5,ACC-08871,INC-017707,
Udupi PS-5,ACC-04432,INC-017713,
Udupi PS-5,ACC-05978,INC-017830,
Udupi PS-5,ACC-05604,INC-018034,
Udupi PS-5,ACC-06366,INC-018051,
Udupi PS-5,ACC-01261,INC-018126,
Udupi PS-5,ACC-06754,INC-018605,
Udupi PS-5,ACC-05595,INC-018672,
Udupi PS-5,ACC-07652,INC-018681,
Udupi PS-5,ACC-02354,INC-018741,
Udupi PS-5,ACC-03430,INC-018745,
Udupi PS-5,ACC-07758,INC-018813,
Udupi PS-5,ACC-07618,INC-018949,
Udupi PS-5,ACC-01058,INC-019046,
Udupi PS-5,ACC-07746,INC-019143,
Udupi PS-5,ACC-03899,INC-019173,
Udupi PS-5,ACC-03093,INC-019435,
Udupi PS-5,ACC-01916,INC-019765,
ACC-08745,VIC-3,INC-000003,Vehicle Theft
ACC-08745,Mandya PS-4,INC-000003,
ACC-08745,VIC-5501,INC-005501,Theft
ACC-08745,Hassan PS-4,INC-005501,
ACC-08745,VIC-9833,INC-009833,Domestic Violence
ACC-08745,Mandya PS-5,INC-009833,
Mandya PS-4,ACC-00866,INC-000104,
Mandya PS-4,ACC-03840,INC-000196,
Mandya PS-4,ACC-02087,INC-000233,
Mandya PS-4,ACC-07282,INC-000339,
Mandya PS-4,ACC-06390,INC-000441,
Mandya PS-4,ACC-06493,INC-000539,
Mandya PS-4,ACC-01294,INC-000540,
Mandya PS-4,ACC-01902,INC-000547,
Mandya PS-4,ACC-07544,INC-001198,
Mandya PS-4,ACC-05230,INC-001284,
Mandya PS-4,ACC-04716,INC-001592,
Mandya PS-4,ACC-00206,INC-001753,
Mandya PS-4,ACC-06770,INC-001793,
Mandya PS-4,ACC-00550,INC-001815,
Mandya PS-4,ACC-08213,INC-001913,
Mandya PS-4,ACC-02895,INC-002083,
Mandya PS-4,ACC-04166,INC-002190,
Mandya PS-4,ACC-07176,INC-002708,
Mandya PS-4,ACC-08583,INC-002745,
Mandya PS-4,ACC-03875,INC-002837,
Mandya PS-4,ACC-03481,INC-003215,
Mandya PS-4,ACC-03717,INC-003217,
Mandya PS-4,ACC-03189,INC-003316,
Mandya PS-4,ACC-08878,INC-003385,
Mandya PS-4,ACC-06141,INC-003560,
Mandya PS-4,ACC-07039,INC-003565,
Mandya PS-4,ACC-02424,INC-003576,
Mandya PS-4,ACC-00279,INC-003642,
Mandya PS-4,ACC-06999,INC-004167,
Mandya PS-4,ACC-08129,INC-004198,
Mandya PS-4,ACC-00764,INC-004239,
Mandya PS-4,ACC-04899,INC-004360,
Mandya PS-4,ACC-06044,INC-004633,
Mandya PS-4,ACC-08400,INC-004733,
Mandya PS-4,ACC-04780,INC-004751,
Mandya PS-4,ACC-02688,INC-004779,
Mandya PS-4,ACC-02908,INC-004793,
Mandya PS-4,ACC-06215,INC-005061,
Mandya PS-4,ACC-02183,INC-005137,
Mandya PS-4,ACC-04945,INC-005341,
Mandya PS-4,ACC-06837,INC-005509,
Mandya PS-4,ACC-02202,INC-005530,
Mandya PS-4,ACC-06660,INC-005540,
Mandya PS-4,ACC-03150,INC-005690,
Mandya PS-4,ACC-07092,INC-005748,
Mandya PS-4,ACC-07992,INC-005875,
Mandya PS-4,ACC-02042,INC-006194,
Mandya PS-4,ACC-01304,INC-006366,
Mandya PS-4,ACC-01651,INC-006532,
Mandya PS-4,ACC-07133,INC-006724,
Mandya PS-4,ACC-02546,INC-006790,
Mandya PS-4,ACC-04714,INC-007095,
Mandya PS-4,ACC-00078,INC-007129,
Mandya PS-4,ACC-08094,INC-007271,
Mandya PS-4,ACC-08019,INC-007358,
Mandya PS-4,ACC-00873,INC-015245,
Mandya PS-4,ACC-08239,INC-007878,
Mandya PS-4,ACC-03196,INC-008024,
Mandya PS-4,ACC-07624,INC-008038,
Mandya PS-4,ACC-07858,INC-008090,
Mandya PS-4,ACC-00013,INC-008128,
Mandya PS-4,ACC-08754,INC-008174,
Mandya PS-4,ACC-06651,INC-008189,
Mandya PS-4,ACC-04856,INC-008233,
Mandya PS-4,ACC-07271,INC-008235,
Mandya PS-4,ACC-01548,INC-008392,
Mandya PS-4,ACC-06333,INC-008645,
Mandya PS-4,ACC-03488,INC-008795,
Mandya PS-4,ACC-00850,INC-008934,
Mandya PS-4,ACC-00375,INC-009040,
Mandya PS-4,ACC-00193,INC-009555,
Mandya PS-4,ACC-02614,INC-009705,
Mandya PS-4,ACC-03231,INC-009811,
Mandya PS-4,ACC-01209,INC-010035,
Mandya PS-4,ACC-06638,INC-010142,
Mandya PS-4,ACC-01989,INC-010160,
Mandya PS-4,ACC-04782,INC-011639,
Mandya PS-4,ACC-05832,INC-010362,
Mandya PS-4,ACC-07494,INC-010451,
Mandya PS-4,ACC-06501,INC-010641,
Mandya PS-4,ACC-04892,INC-012856,
Mandya PS-4,ACC-05130,INC-010979,
Mandya PS-4,ACC-08061,INC-011057,
Mandya PS-4,ACC-06401,INC-011138,
Mandya PS-4,ACC-00930,INC-011165,
Mandya PS-4,ACC-06703,INC-011225,
Mandya PS-4,ACC-06266,INC-011377,
Mandya PS-4,ACC-03438,INC-019595,
Mandya PS-4,ACC-02648,INC-011672,
Mandya PS-4,ACC-08619,INC-011743,
Mandya PS-4,ACC-07501,INC-011775,
Mandya PS-4,ACC-05602,INC-011899,
Mandya PS-4,ACC-03289,INC-011946,
Mandya PS-4,ACC-01805,INC-012018,
Mandya PS-4,ACC-02897,INC-012126,
Mandya PS-4,ACC-08579,INC-012164,
Mandya PS-4,ACC-04177,INC-012168,
Mandya PS-4,ACC-01885,INC-012304,
Mandya PS-4,ACC-06136,INC-012546,
Mandya PS-4,ACC-08429,INC-012556,
Mandya PS-4,ACC-01332,INC-012807,
Mandya PS-4,ACC-08403,INC-012913,
Mandya PS-4,ACC-04762,INC-012964,
Mandya PS-4,ACC-04640,INC-012994,
Mandya PS-4,ACC-06521,INC-012998,
Mandya PS-4,ACC-03442,INC-013007,
Mandya PS-4,ACC-00529,INC-013088,
Mandya PS-4,ACC-05642,INC-013302,
Mandya PS-4,ACC-08892,INC-013326,
Mandya PS-4,ACC-03773,INC-013417,
Mandya PS-4,ACC-05037,INC-013454,
Mandya PS-4,ACC-00104,INC-013473,
Mandya PS-4,ACC-00023,INC-013584,
Mandya PS-4,ACC-07984,INC-013828,
Mandya PS-4,ACC-06610,INC-013857,
Mandya PS-4,ACC-05169,INC-013860,
Mandya PS-4,ACC-03629,INC-013963,
Mandya PS-4,ACC-02679,INC-014353,
Mandya PS-4,ACC-01500,INC-014511,
Mandya PS-4,ACC-08786,INC-014552,
Mandya PS-4,ACC-02915,INC-014887,
Mandya PS-4,ACC-08736,INC-014952,
Mandya PS-4,ACC-03493,INC-015177,
Mandya PS-4,ACC-04660,INC-015264,
Mandya PS-4,ACC-02686,INC-015493,
Mandya PS-4,ACC-04141,INC-015568,
Mandya PS-4,ACC-08087,INC-015673,
Mandya PS-4,ACC-00367,INC-015696,
Mandya PS-4,ACC-02851,INC-015775,
Mandya PS-4,ACC-03518,INC-015856,
Mandya PS-4,ACC-08431,INC-016090,
Mandya PS-4,ACC-06612,INC-016230,
Mandya PS-4,ACC-08813,INC-016434,
Mandya PS-4,ACC-06366,INC-016499,
Mandya PS-4,ACC-06836,INC-016546,
Mandya PS-4,ACC-08324,INC-016676,
Mandya PS-4,ACC-08231,INC-016738,
Mandya PS-4,ACC-06586,INC-016953,
Mandya PS-4,ACC-03971,INC-017012,
Mandya PS-4,ACC-02300,INC-017156,
Mandya PS-4,ACC-05460,INC-017230,
Mandya PS-4,ACC-04328,INC-017239,
Mandya PS-4,ACC-02367,INC-017300,
Mandya PS-4,ACC-03556,INC-017552,
Mandya PS-4,ACC-08955,INC-018014,
Mandya PS-4,ACC-06517,INC-018180,
Mandya PS-4,ACC-03991,INC-018195,
Mandya PS-4,ACC-01056,INC-018210,
Mandya PS-4,ACC-08297,INC-018312,
Mandya PS-4,ACC-00054,INC-018418,
Mandya PS-4,ACC-07336,INC-018557,
Mandya PS-4,ACC-07526,INC-018644,
Mandya PS-4,ACC-08419,INC-018834,
Mandya PS-4,ACC-02304,INC-019270,
Mandya PS-4,ACC-04615,INC-019890,
Mandya PS-4,ACC-07635,INC-019935,
ACC-08059,VIC-4,INC-000004,Theft
ACC-08059,Dharwad PS-5,INC-000004,
ACC-08059,VIC-2021,INC-002021,Vehicle Theft
ACC-08059,Bagalkot PS-3,INC-002021,
ACC-08059,VIC-4349,INC-004349,Assault
ACC-08059,Dakshina Kannada PS-6,INC-004349,
ACC-08059,VIC-11500,INC-011500,Cyber Fraud
ACC-08059,Raichur PS-6,INC-011500,
Dharwad PS-5,ACC-05062,INC-000031,
Dharwad PS-5,ACC-01867,INC-000106,
Dharwad PS-5,ACC-06869,INC-000160,
Dharwad PS-5,ACC-03539,INC-000245,
Dharwad PS-5,ACC-03679,INC-000280,
Dharwad PS-5,ACC-01861,INC-000295,
Dharwad PS-5,ACC-05918,INC-000443,
Dharwad PS-5,ACC-08604,INC-000454,
Dharwad PS-5,ACC-02612,INC-000463,
Dharwad PS-5,ACC-04487,INC-000607,
Dharwad PS-5,ACC-00990,INC-000783,
Dharwad PS-5,ACC-01469,INC-000824,
Dharwad PS-5,ACC-03621,INC-000879,
Dharwad PS-5,ACC-00262,INC-000911,
Dharwad PS-5,ACC-04849,INC-000991,
Dharwad PS-5,ACC-00338,INC-001014,
Dharwad PS-5,ACC-08393,INC-001048,
Dharwad PS-5,ACC-08873,INC-001126,
Dharwad PS-5,ACC-03783,INC-001338,
Dharwad PS-5,ACC-06514,INC-001388,
Dharwad PS-5,ACC-03657,INC-001919,
Dharwad PS-5,ACC-01425,INC-002453,
Dharwad PS-5,ACC-03919,INC-002515,
Dharwad PS-5,ACC-08077,INC-002540,
Dharwad PS-5,ACC-06397,INC-002556,
Dharwad PS-5,ACC-03470,INC-002734,
Dharwad PS-5,ACC-03279,INC-002888,
Dharwad PS-5,ACC-06048,INC-002913,
Dharwad PS-5,ACC-06339,INC-003009,
Dharwad PS-5,ACC-00326,INC-003145,
Dharwad PS-5,ACC-06253,INC-014576,
Dharwad PS-5,ACC-07712,INC-003233,
Dharwad PS-5,ACC-01972,INC-003394,
Dharwad PS-5,ACC-08848,INC-003458,
Dharwad PS-5,ACC-02392,INC-003552,
Dharwad PS-5,ACC-07679,INC-003714,
Dharwad PS-5,ACC-08366,INC-003740,
Dharwad PS-5,ACC-02572,INC-003892,
Dharwad PS-5,ACC-08096,INC-003934,
Dharwad PS-5,ACC-01018,INC-003947,
Dharwad PS-5,ACC-04895,INC-003959,
Dharwad PS-5,ACC-07104,INC-004019,
Dharwad PS-5,ACC-01931,INC-004084,
Dharwad PS-5,ACC-05045,INC-004099,
Dharwad PS-5,ACC-00480,INC-004119,
Dharwad PS-5,ACC-02448,INC-004218,
Dharwad PS-5,ACC-04727,INC-004257,
Dharwad PS-5,ACC-02334,INC-004323,
Dharwad PS-5,ACC-00553,INC-004364,
Dharwad PS-5,ACC-01274,INC-004378,
Dharwad PS-5,ACC-08172,INC-013218,
Dharwad PS-5,ACC-06247,INC-004545,
Dharwad PS-5,ACC-07936,INC-004552,
Dharwad PS-5,ACC-06332,INC-005038,
Dharwad PS-5,ACC-00834,INC-005073,
Dharwad PS-5,ACC-08110,INC-005135,
Dharwad PS-5,ACC-06492,INC-016980,
Dharwad PS-5,ACC-02985,INC-005364,
Dharwad PS-5,ACC-03942,INC-005413,
Dharwad PS-5,ACC-00541,INC-005486,
Dharwad PS-5,ACC-00152,INC-005617,
Dharwad PS-5,ACC-04300,INC-005681,
Dharwad PS-5,ACC-07722,INC-005759,
Dharwad PS-5,ACC-07185,INC-005825,
Dharwad PS-5,ACC-05047,INC-005862,
Dharwad PS-5,ACC-05264,INC-006027,
Dharwad PS-5,ACC-03837,INC-006161,
Dharwad PS-5,ACC-05328,INC-006300,
Dharwad PS-5,ACC-08240,INC-006327,
Dharwad PS-5,ACC-04537,INC-006435,
Dharwad PS-5,ACC-00708,INC-006478,
Dharwad PS-5,ACC-05880,INC-006556,
Dharwad PS-5,ACC-02832,INC-006561,
Dharwad PS-5,ACC-06188,INC-006694,
Dharwad PS-5,ACC-01690,INC-006767,
Dharwad PS-5,ACC-01309,INC-006866,
Dharwad PS-5,ACC-00998,INC-006980,
Dharwad PS-5,ACC-02917,INC-007130,
Dharwad PS-5,ACC-04523,INC-007136,
Dharwad PS-5,ACC-01129,INC-007291,
Dharwad PS-5,ACC-01001,INC-007481,
Dharwad PS-5,ACC-05352,INC-007622,
Dharwad PS-5,ACC-03119,INC-007752,
Dharwad PS-5,ACC-07783,INC-007764,
